pmid,annotations
26801971.0,"inflorescence, size, inflorescence, size, inflorescence, size, primary, branch, number, tassel, length, inflorescence, size"
2680596.0,
26813621.0,"photosynthesis, BS, leaves, BS, biomass, BS, BS"
26842991.0,
26842992.0,
26848539.0,"flowering, seed, leaves"
26849237.0,chromosome
26858403.0,
26858743.0,
2687273.0,
26880748.0,"seminal, root, number, chromosome, root, dry, weight, seed, root, development, yield"
26895334.0,"shoot, branching, phosphorus, deficiency, shoot, branching, phosphorus, deficiency, shoot, branching, transformation"
26896330.0,"HI, HI, HI"
26903034.0,"biomass, biomass, yield, biomass, yield, biomass, yield, biomass, biomass, biomass, biomass, yield, male, sterility"
26905724.0,"hybrid, vigor, heterosis, yield, cytoplasmic, male, sterility, seed, CMS"
26908583.0,
26908760.0,"seed, kernel, development, seed, kernel, development, seed"
26911156.0,
26920048.0,
26923484.0,
26926793.0,"nitrate, transport, nitrate, uptake, nitrate, uptake"
26930509.0,"kernel, row, number, chromosome, kernel, row, number, chromosome, chromosome"
26979328.0,"fall, armyworm, fall, armyworm"
26992364.0,"morphological, seed, male, sterility"
27003507.0,flowering
27012534.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering, flowering"
27018765.0,"iron, uptake"
27030359.0,"yield, flowering"
27031623.0,"seed, germination, rate, chromosome, primary, root, length, chromosome, chromosome, germination, rate, primary, root, length, chromosome, chromosome, chromosome, chromosome, seed, seed"
27062090.0,"seed, seed, maturation, seed, seed, seed, weight, seed"
27071055.0,pigmentation
27077660.0,chromosome
27083560.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
27084594.0,
27095196.0,end
27100184.0,"photosynthesis, chromosome"
27121008.0,"drought, tolerance, drought, tolerance, drought, tolerance, drought, tolerance"
27129738.0,"chromosome, ear, length, flowering"
27161567.0,"PPDK, photosynthesis"
27169562.0,"adventitious, roots"
27182966.0,"yield, yield"
27185945.0,
27194582.0,
27198923.0,"nitrogen, content, biomass, biomass"
27203556.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
27208224.0,"seed, seed, seed, seed, seed, seed, seed, seed"
27208251.0,
27208252.0,seed
27208260.0,
27208311.0,"lesion, mimic"
27221383.0,"corn, earworm, corn, earworm"
27233668.0,chromosome
27246760.0,
27261000.0,"opaque, endosperm"
27262126.0,"bHLH, bHLH"
27268962.0,"ethylene, sensitivity"
27279278.0,
27282997.0,
27296443.0,"amylose, content, branching"
27297560.0,"stearic, acid, content, stearic, acid, content, oleic, acid, content, stearic, acid, content, seed"
27304955.0,
27307257.0,"end, leaves, leaves, plastochron"
27307546.0,"IAA, content"
2731539.0,"photosynthesis, leaves, photosynthesis"
27317675.0,
2732453.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
27328708.0,
27332982.0,"yield, heterosis, shoot, development, heterosis"
27345221.0,seed
27348435.0,
27352627.0,
27354512.0,
27356975.0,leaves
27379519.0,"recombination, frequency"
27391593.0,"lysine, content, vitreous, kernels, free, amino, acids, stress, response"
27404272.0,"seed, seed, color, seed, seed, seed, seed, coat, color, seed"
27406166.0,
27412713.0,
27414025.0,photosynthesis
27422554.0,
27422993.0,"flowering, flowering, flowering, flowering, flowering"
27432988.0,"rough, endosperm"
27440865.0,"seed, rough, endosperm, rough, endosperm, rough, endosperm, seed"
27440866.0,"seed, flowering"
27442592.0,"grain, yield, ethylene, sensitivity, grain, yield, drought, tolerance, DNA, modification, grain, yield, flowering, yield"
27457125.0,"flowering, flowering, flowering, leaves, flowering, flowering"
27457981.0,"stress, response"
27460945.0,
27461139.0,
27466227.0,"seed, fertilization, fertilization, seed, seed"
27467304.0,"corn, leaf, aphid"
27467757.0,"carbon, fixation, biomass, heterosis, carbon, fixation, biomass, chlorophyll, content, height, node, number, photosynthesis"
27468931.0,"flowering, morphological, flowering"
27474726.0,
27484220.0,flowering
27493655.0,"total, dry, weight"
27498027.0,"NF-Y, NF-Y, NF-Y"
27510362.0,
27511175.0,
27512395.0,"starch, content, starch, content, kernel, weight, seed, starch, content, starch, content, starch, content, chromosome, starch, content"
27523327.0,yield
27526320.0,"drought, tolerance, drought, tolerance, drought, tolerance, drought, tolerance, photosynthetic, efficiency"
27531446.0,
27538820.0,space
27541862.0,"opaque, endosperm, PB, PB, PB, PB"
2754234.0,
27552325.0,"spot, form, of, net, blotch"
27564650.0,
27574185.0,"embryogenesis, leaves"
27585732.0,"yield, yield, yield, space, yield"
27587343.0,
27590598.0,
27591393.0,seed
27596292.0,"seed, seed, seed"
27600536.0,"transformation, transformation, transformation, transformation, space, seed, transformation"
27609836.0,chromosome
27614049.0,"male, sterility, seed, male, fertility, male, fertility, male, sterile, male, fertility, heterosis"
27621426.0,"leaves, leaves, photosynthesis"
27621432.0,"starch, content, branching, branching"
27648940.0,
27655317.0,
27659341.0,"response, to, aluminum"
27660498.0,
27662898.0,
27670817.0,"leaves, stress, response, kernel, weight"
27695059.0,"plant, height, ear, height, lodging, biomass, grain, yield, internode, elongation"
27702845.0,
2770692.0,
27708345.0,end
27709320.0,"kernel, development, starch, content, seed"
27714888.0,"biomass, yield, biomass, biomass"
27717956.0,C18:0
27729004.0,"sprouting, grain, color, sprouting, grain, yield, chromosome, sprouting, chromosome, grain, color, grain, color, grain, color"
27729422.0,
27733678.0,"end, end, end"
27739524.0,"pigmentation, seed"
27746300.0,"stress, response, drought, tolerance, yield, drought, tolerance, drought, tolerance"
2775172.0,seed
27762444.0,"adventitious, roots, chromosome, chromosome, chromosome, chromosome"
27769176.0,"forage, quality, forage, quality, forage, quality, dry, matter, digestibility, forage, quality"
27770027.0,seed
27770199.0,
27780247.0,
27789589.0,"seed, PB, PB, seed, size"
27791139.0,"seed, size, seed, seed, yield, seed, quality"
27793787.0,
27803309.0,
27809780.0,"flowering, flowering, photoperiod, response, flowering"
27814670.0,
27815362.0,"kernel, development, flowering"
27825295.0,"drought, tolerance, water, use, efficiency, yield, anthesis-silking, interval, drought, tolerance"
27825944.0,"end, end"
27830397.0,"kernel, development"
27832313.0,"flowering, end, chromosome"
27858171.0,"seed, size, seed, seed, seed"
27866890.0,
27867389.0,morphological
27871222.0,"leafy, morphological"
27871810.0,
27872313.0,phenology
27876803.0,"phenology, yield, yield, flowering, leaf, number, leaf, number, flowering, yield"
27895224.0,
27898757.0,"kernel, row, number, chromosome"
27898762.0,"root, development, root, development"
27902791.0,"leaf, rust, leaf, rust, leaf, rust, leaf, rust, leaf, rust, leaf, rust"
27917953.0,"stress, response"
27968978.0,"bHLH, bHLH"
27968980.0,"ABA, response"
27979775.0,
27992212.0,"herbicide, tolerance, transformation"
27995635.0,"end, end"
27999083.0,heterosis
28007967.0,"germination, rate, germination, rate, germination, rate, chromosome, chromosome, chromosome, chromosome, germination, rate"
28013276.0,"lignin, biosynthesis, lignin, biosynthesis, lignin, content"
28039028.0,
28039515.0,"stripe, rust, stripe, rust, resistance, stripe, rust, stripe, rust, stripe, rust, resistance, branching"
28040882.0,"kernel, row, number, branching, panicle, branching, panicle, branching, SPL, branching"
28045987.0,"flowering, photoperiod, sensitivity"
28049856.0,
28055137.0,"male, sterility, nitrogen, use, efficiency, nitrogen, use, efficiency, yield, male, sterile, male, sterile, yield, yield, yield, yield, seed, seed, male, sterility, grain, yield"
28067953.0,"morphological, inflorescence, development, morphological, morphological, inflorescence, development, floricaula, flowering"
28073951.0,
28078801.0,"male, fertility"
28079247.0,"chromosome, chromosome, chromosome, chromosome"
2810356.0,
28108520.0,
28108587.0,
28114299.0,"flowering, haploid, production, seed"
28121385.0,"seed, seed, seed"
28122517.0,
28132846.0,
28143400.0,"chromosome, pigmentation"
28163300.0,"transformation, leaves"
28166212.0,"flowering, flowering"
28175341.0,
28177828.0,chromosome
28186206.0,
28188181.0,"kernel, composition, kernel, composition, kernel, composition"
28188666.0,
28189052.0,
28194473.0,"grain, yield, grain, yield"
28198815.0,
28202734.0,
28204533.0,rootless
28204559.0,"seed, weight, seed, seed, weight, seed, weight, seed, maturation"
28206710.0,"yield, leaves"
28216424.0,"grain, yield, biomass"
2822531.0,
2822717.0,
28228439.0,
2823388.0,seed
28235823.0,"KASI, seed, seed, seed, seed, KASI, seed"
28238020.0,seed
28254471.0,
28254777.0,"leaves, NOD, NOD"
28256021.0,chromosome
28262730.0,kernel
28267956.0,"development, seed, seed, fertilization"
28267957.0,"fertilization, pollen, tube, growth, fertilization, seed, transformation"
28277611.0,seed
2828044.0,
2828160.0,
28287567.0,morphological
28289802.0,chromosome
28296205.0,space
2829909.0,
28300202.0,
28301472.0,flowering
2831497.0,
28315926.0,chromosome
28319089.0,"yield, flowering, flowering"
28324582.0,"yield, SDS, SDS, SDS, SDS, SDS, flowering"
28338712.0,"growth, habit, flowering, flowering, flowering, flowering, flowering, flowering, flowering, flowering, growth, habit"
28339488.0,"sprouting, yield, pale, yellow, yield"
28342108.0,"leaf, spot, chromosome, leaf, spot"
2834385.0,
28346745.0,"seed, embryogenesis"
2835175.0,
2835634.0,
2836083.0,
2836802.0,
28373892.0,"morphological, morphological, morphological"
28375043.0,
28379609.0,yield
28381444.0,"branching, leaves"
2838823.0,"HI, chromosome"
28389769.0,"male, fertility"
28389771.0,"male, fertility, male, fertility"
28396554.0,"yield, grain, yield, leaves"
28398587.0,
28399169.0,"leaves, leaves, SP, SP"
28400776.0,
28403177.0,
28403831.0,"kernel, development, flowering, yield, yield, yield, time, of, flowering, drought, tolerance"
2841317.0,"inflorescence, development"
28418381.0,"grain, yield, branching, inflorescence, development, gravitropism, seed"
28422143.0,seed
28446022.0,"anthocyanin, content"
28447887.0,
28448624.0,"grain, yield, per, plant"
28455375.0,
28458682.0,
28468909.0,"seed, seed"
28472606.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
28480497.0,
2848175.0,
28487258.0,
28490122.0,
28499064.0,"plant, height, yield, internode, length, yield, lodging, yield"
2850791.0,"chromosome, chromosome, chromosome, chromosome, chromosome"
2852139.0,"end, end"
28522455.0,
28526729.0,
2853827.0,
28547012.0,
28549232.0,
28553306.0,"stripe, rust, chromosome"
28557341.0,"yield, yield, grain, yield"
28587993.0,
28598036.0,"determinate, nodule, determinate, nodule"
28605751.0,
28629322.0,"yield, grain, quality, yield, yield"
28630009.0,
28630499.0,
28634228.0,"seed, seed"
28637491.0,
28637710.0,
28647896.0,
28659961.0,"yield, waterlogging, response, chromosome"
28672003.0,"callus, induction"
28678349.0,"seed, male, sterility, male, sterility, GMS, seed, seed, seed, transformation"
28681159.0,"WUS, somatic, embryogenesis, transformation, transformation, transformation, somatic, embryogenesis, transformation, seed, weight"
28701220.0,"seed, weight, yield, seed, weight, seed, seed, weight, seed, weight, seed, weight, seed, weight, seed, weight, seed, weight, chromosome, chromosome, seed, weight, seed, weight, seed, seed, weight, seed, weight"
28715485.0,
28721585.0,
28722229.0,
28724060.0,
28724063.0,"growth, habit, stem, rust, stem, rust"
28724082.0,chromosome
28726249.0,
28729714.0,"flowering, flowering, flowering"
28730636.0,
28732548.0,
28733421.0,
28740263.0,"leaf, spot, chromosome, flowering"
28744181.0,flowering
2875379.0,
28754660.0,
28761000.0,"leaves, leaves, auxin, content, leaves, auxin, content, leaves, auxin, content, leaves, auxin, content"
28764653.0,"stress, response"
28768814.0,
28770301.0,"stripe, rust, resistance, stripe, rust, stripe, rust, stripe, rust, resistance, stripe, rust, resistance, stripe, rust, resistance"
28774930.0,
28779129.0,
28780586.0,
28780587.0,"male, flowering, flowering"
28784803.0,morphological
28795202.0,
28796926.0,"storage, carbohydrate, amylose, content, amylose, content, amylose, content"
28808096.0,"photosynthesis, photosynthesis, kernel, size"
28811335.0,"kernel, size, kernel, weight, test, weight, seed, size, seed, size, fertilization"
28814645.0,fertilization
28815500.0,
28818369.0,"yield, flowering"
28821770.0,"H2O2, content, H2O2, content, leaves"
28831743.0,"chromosome, chromosome, chromosome"
28836127.0,
28837076.0,yield
28838954.0,"grain, yield, plant, height"
2885245.0,
28861611.0,"seed, magnesium"
28871377.0,"deficiency, end, plant, fresh, weight"
28874047.0,determinacy
28875539.0,"determinacy, tassel, development, tassel, development, determinacy"
28877341.0,leaves
28877662.0,"seed, grain, yield, flowering, flowering"
28886375.0,
28886704.0,
28887406.0,"nitrate, transport, nitrate, transport, nitrate, transport"
28891257.0,"stomatal, opening, stomatal, opening, drought"
28899960.0,"tolerance, drought, tolerance, water, use, efficiency, yield"
28914754.0,
28916874.0,
28916922.0,"flowering, photoperiod, response, ear, length, flowering"
28922752.0,"flower, color"
28931629.0,chromosome
28936653.0,flowering
2894322.0,
28951060.0,"seed, seed, embryogenesis, seed"
28952420.0,
28953891.0,"heterosis, hybrid, vigor, grain, yield, heterosis, heterosis"
28965742.0,"GS, GS, GS, GS"
28969793.0,"yield, vitamin, E"
28970338.0,"seed, vitamin, E, vitamin, E, vitamin, E"
28978631.0,"shoot, apical, meristem, development"
28979275.0,"seed, seed, maturation, seed, seed, seed, seed"
28981206.0,"seed, embryogenesis, seed"
28981788.0,"seed, kernel, size, seed"
28986443.0,
28986901.0,"yield, transformation"
28986902.0,"transformation, transformation, transformation, transformation, transformation, seed, transformation"
28986903.0,"transformation, transformation"
28986904.0,"herbicide, tolerance, seed, yield"
28986905.0,"opaque, endosperm, chromosome, chromosome"
28986906.0,
28986907.0,"end, leaves"
28986908.0,
28986909.0,
28986910.0,
28986911.0,
28986913.0,
28992108.0,"flowering, chromosome, flowering, flowering"
29021224.0,
29025411.0,
2903498.0,
29037150.0,"LA, LA, LA, LA, LA"
29041960.0,stomatal
29044609.0,"conductance, stomatal, conductance, stomatal, conductance, biomass, stomatal, conductance"
29052184.0,
29052196.0,
29052206.0,
29054859.0,
29056456.0,chromosome
29062086.0,"HI, HI, chromosome, chromosome"
2906306.0,"invertase, activity"
29071379.0,"branching, invertase, activity, seed"
29073061.0,"yield, seed, yield"
29075283.0,
29085072.0,
29087335.0,chromosome
29089394.0,"BS, BS, BS, PEPC, BS, BS, BS, BS"
29101473.0,morphological
29112965.0,"end, end"
29120038.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering"
29122595.0,"inflorescence, development, seed, vigor"
29122666.0,"seed, seed, seed, seed, seed, vigor, seed, seed, vigor, seed, seed, vigor, seed, vigor"
29122827.0,"chromosome, chromosome, seed, seed, size, seed, seed"
29122849.0,"seed, seed, seed, end"
29132306.0,"leaf, spot, leaf, spot, leaf, spot, leaves"
29132403.0,
29139111.0,"salt, tolerance, salt, tolerance, salt, tolerance"
29143067.0,"yield, chromosome"
29143671.0,"yield, flowering, seeds, per, plant, yield"
29145069.0,"sulfur, deficiency, sulfur, use, efficiency"
29150689.0,
29151152.0,"fall, armyworm"
29158628.0,"bHLH, chromosome"
29159670.0,"chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome"
29170008.0,"LOB, root, development"
29177755.0,chromosome
29180596.0,
29187566.0,"flowering, anther, length, chromosome, response, to, salt"
29195231.0,"transpiration, rate, leaves, ABA, concentration"
29202693.0,
2922397.0,
29225355.0,"flowering, flowering, female, flowering"
29228374.0,"rootworm, resistance, rootworm, resistance, chromosome, leaf, width"
29232707.0,"photosynthesis, leaf, width, leaf, width, antixenosis"
29232719.0,"antixenosis, CCW"
29236738.0,end
29241570.0,"biomass, biomass, pyruvate, phosphate, dikinase"
29255019.0,"bZIP, pyruvate, phosphate, dikinase, PPDK, photosynthesis, PPDK, PPDK, PPDK, PPDK, PPDK, flowering"
29257958.0,"fertilization, fertilization"
29259121.0,
29260396.0,
29265526.0,
29275164.0,bHLH
29275166.0,
29281032.0,"stress, response, stress, response, PPDK"
29281064.0,"PPDK, pyruvate, phosphate, dikinase, pyruvate, phosphate, dikinase, leaves, PPDK, PPDK"
29286829.0,"space, seed, space"
29287150.0,"mottle, mottle, recombination, frequency, seed, oil, content"
29292374.0,"seed, seed, seed, seed, seed, seed, oil, content, seed, oil, content, seed"
29293391.0,9-lipoxygenase
29293518.0,chromosome
29293613.0,"morphological, chromosome, chromosome, chromosome, chromosome, chromosome, chromosome, morphological"
29304111.0,"morphological, leaf, sheath, color, bHLH, leaf, sheath, color"
29309428.0,"tryptophan, content, seed"
29317538.0,"root, branching, drought, tolerance"
29327440.0,"grain, yield, grain, yield, grain, yield, yield"
29327510.0,"pollen, tube, growth, heterosis"
29342221.0,"heterosis, BPH, BPH, heterosis, heterosis, heterosis"
29344831.0,
29347909.0,"silk, color, plant, height"
29352079.0,chromosome
29358068.0,"heterosis, bZIP, bHLH"
29362081.0,"root, development, root, number"
29364547.0,"yield, flowering, root, number, flowering, root, number"
29370369.0,
29370753.0,"chromosome, leaves"
29378820.0,
29381266.0,
29382740.0,"chromosome, leaves"
29396709.0,
29402214.0,salt
29402302.0,"tolerance, salt, tolerance, salt, tolerance, leaf, chlorophyll, content, chromosome, salt, tolerance, chromosome, salt, tolerance"
29403515.0,"leaves, lodging"
29420811.0,"flowering, grain, yield, inflorescence, development, yield"
29426290.0,
29436476.0,"seed, opaque, endosperm, bHLH, photosynthesis, assimilate, partitioning"
29437777.0,"flowering, period, yield, leaves, flowering, period, SWEET, photosynthetic, rate, yield"
29451311.0,"yield, leaves, SWEET, SWEET, leaves, photosynthesis, flowering"
29451888.0,
29453091.0,
29455261.0,"yield, somatic, embryogenesis, ABA, content, embryogenesis, embryogenesis"
29463772.0,"transformation, transformation"
29475898.0,"yield, space"
29479358.0,
29479714.0,"shoot, branching"
29485999.0,"space, smut, resistance, smut, resistance, smut, resistance, corn, earworm"
29505629.0,"corn, earworm"
29533128.0,"stress, response, seed"
29534529.0,"bZIP, bZIP"
29539638.0,
29545467.0,
29546443.0,"male, fertility, male, sterility, seed, male, sterility, pale, yellow, male, fertility, seed"
29558449.0,leaves
29570878.0,photosynthesis
29579310.0,chromosome
29584935.0,flowering
29587637.0,"height, yield, chromosome, chromosome, chromosome, lodging, lignin"
29597009.0,"biosynthesis, yield, seed, lodging, lignin, content, lignin, content, lignin, content, lodging, lodging"
29616394.0,"fall, armyworm"
29617389.0,
29618467.0,
29628142.0,chromosome
29635249.0,"chromosome, chromosome"
29664234.0,"PPDK, PPDK, photosynthesis, PPDK, PPDK, PPDK, morphological, PPDK"
29664958.0,"yield, seed, seed"
29670640.0,"drought, resistance, drought, response"
29702186.0,
29708601.0,yield
29712755.0,
29720555.0,
29734440.0,"leaves, seed"
29740466.0,"yield, yield, nitrogen, use, efficiency, nitrogen, uptake, lateral, root, number"
29743237.0,
29746459.0,"flowering, flowering"
29753136.0,"leaves, protein, content, yield"
29754325.0,"phosphorus, deficiency"
29767790.0,
29769571.0,"nodule, morphogenesis"
29771294.0,"drought, response, morphological"
29778985.0,yield
29807585.0,"grain, yield"
29807587.0,leaves
29813101.0,"pollen, tube, growth"
2981888.0,
29848487.0,
29856862.0,"salt, tolerance, salt, tolerance"
2986143.0,
29869742.0,"yield, drought, tolerance, grain, yield, drought, tolerance, panicle, number, grain, yield"
29870861.0,
2987807.0,
29879173.0,"morphological, chromosome"
29879919.0,
29880686.0,
29884624.0,
2988938.0,"seed, color"
29897103.0,"seed, color, seed, seed, seed, seed, weight, seed, bHLH, seed"
29901832.0,"embryogenesis, embryogenesis, embryogenesis, morphological, embryogenesis"
29903724.0,
29908279.0,flowering
2990910.0,
2991266.0,yield
29915302.0,
29917151.0,"anthocyanin, content"
2991894.0,
29926336.0,"leaves, leaves"
2994015.0,
29941552.0,
29948366.0,
29948658.0,"biomass, yield, leaves, leaves, leaf, spot"
29953466.0,"leaf, spot, leaf, spot, leaf, spot, flowering, leaf, spot"
29956114.0,
29972722.0,
29978299.0,"seed, embryogenesis, seed, opaque, endosperm, seed, opaque, endosperm, opaque, endosperm, somatic, embryogenesis"
29981138.0,"somatic, embryogenesis, morphological"
29982479.0,
29990328.0,
2999157.0,SPL
29992284.0,"grain, yield, lodging, anthesis-silking, interval, flowering, grain, size, SPL, flowering"
30004144.0,"growth, habit, flowering, flowering, photoperiod, response, flowering, flowering, flowering"
30005064.0,"male, sterile, male, sterile, male, sterility, male, sterility"
30010025.0,yield
30020530.0,"root, development, root, development, flowering, height"
30025021.0,"height, flowering, height, flowering, flowering, height, ear, height, flowering"
30025026.0,"plant, height, ear, height"
3002907.0,
30030405.0,
30035321.0,morphological
30036360.0,leaves
30038634.0,"grain, yield, ear, length, kernel, length, ear, diameter"
30039463.0,"response, to, Bipolaris, maydis, leaves"
30041084.0,"PPDK, PPDK, PPDK, PPDK, PPDK, PPDK, PPDK"
30043259.0,"leafy, husk, length, husk, width"
30043374.0,
30057343.0,"DNA, modification"
3006070.0,"DNA, modification, DNA, modification"
30062652.0,
30062763.0,"ADP-glucose, pyrophosphorylase, starch, content, seed"
30080620.0,yield
30080854.0,end
30086516.0,"amylose, content"
30087346.0,
30092654.0,seed
3009452.0,
30097269.0,
30104609.0,
30110937.0,
30113770.0,"root, rot, biomass"
30126870.0,"root, development, bZIP, bZIP, stress, response, root, development, flowering"
30137393.0,"flowering, NF-Y, flowering, flowering, NF-Y, flowering, stress, response"
3015736.0,
30157757.0,"seed, quality, plant, height, protein, content, flavone, synthase"
30160312.0,"flavone, synthase, flavone, synthase"
30166407.0,flowering
30168136.0,"seed, seed, seed"
30180802.0,
30187155.0,
30191251.0,"chromosome, CF, chromosome, CF"
30194092.0,
30199528.0,"lesion, mimic, leaves, seed"
30201823.0,"opaque, endosperm"
30202064.0,"pollen, tube, growth"
30208841.0,"cytoplasmic, male, sterility, cytoplasmic, male, sterility, male, fertility, IDH, male, fertility, male, fertility"
30213868.0,"kernel, row, number"
30220503.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering"
30222757.0,"leaves, leaves"
30233610.0,"end, end"
30238472.0,"response, to, nitrogen"
30240197.0,
30242535.0,CC
30245698.0,"hybrid, vigor, seed, male, sterile, seed, male, sterile, male, sterile, male, sterile, male, sterile, MS"
30257861.0,"anthocyanin, content, anthocyanin, content, anthocyanin, content, malonyltransferase, activity"
30257934.0,seed
3025847.0,
3025853.0,"chromosome, chromosome, chromosome"
30262552.0,bZIP
30289553.0,
30290770.0,"root, branching"
30295904.0,"root, branching, MS, biomass, MS, rooting, depth, root, length, grain, yield, heat, tolerance"
30301220.0,"abiotic, stress, response"
30301773.0,
30305373.0,
30326829.0,"bHLH, bHLH, bHLH, bHLH, bHLH, bHLH, bHLH"
30326832.0,"grain, yield"
30327994.0,"plant, height, lodging, plant, height, plant, height, plant, height, plant, height"
30341662.0,"height, height, height, bZIP"
30348316.0,"kernel, color, ear, height, chromosome"
30348817.0,
30349547.0,
30351458.0,"carbon, fixation"
30356996.0,
30369939.0,"salt, tolerance, salt, tolerance, salt, tolerance, salt, tolerance, salt, tolerance"
30375131.0,
3038674.0,"seed, seed"
30389804.0,"chromosome, wilting, yield"
30397259.0,
30410018.0,
30413654.0,
30415948.0,"DNA, modification"
30418611.0,yield
30444162.0,
30452452.0,"root, morphology"
30460404.0,"salt, tolerance"
30478358.0,
30484622.0,
30497385.0,"fertilization, HI, fertilization, HI, HI, fertilization, HI, HI"
30498506.0,"stress, response"
30506638.0,"seed, yield, seed, opaque, endosperm, opaque, endosperm, male, sterile"
30509161.0,"microspore, development, male, sterile, microspore, development"
30509166.0,transformation
30533052.0,
30545889.0,
30548401.0,chlorosis
30548709.0,"kernel, development, kernel, development, kernel, development, kernel, development"
30553138.0,"yield, heterosis"
30555057.0,"heterosis, heterosis, heterosis, heterosis, heterosis, yield, yield"
30556198.0,
30567489.0,"kernel, development, yield, kernel, development"
30594634.0,"leaves, flowering, biomass, seed, yield, flowering, yield"
30598691.0,"seed, quality, yield, seed, seed, seed"
30607602.0,"seed, seed, seed, seed, seed"
30609672.0,"leaves, leaves"
30612619.0,"seed, fertilization, flowering"
30612627.0,"fertilization, pollen, tube, growth, flowering"
30626322.0,response
30641208.0,"to, heat, stress, yield, leaves, stress, response, yield"
30646852.0,"sugar, content, seed"
30649398.0,"seed, seed, seed, seed, transformation"
30651345.0,"transformation, chromosome, transformation, end"
30651637.0,
30652203.0,"chromosome, herbicide, sensitivity"
3066367.0,
30699124.0,"morphological, morphological, morphological, biomass"
30704393.0,"biomass, plant, height, plant, height, plant, height"
30718347.0,"leaves, leaves"
30718437.0,"leaves, photosynthesis"
30742331.0,
30754781.0,"GS1, GS1, GS, GS1, GS, GS"
30754801.0,"transformation, transformation"
30754872.0,"transformation, transformation, transformation"
30760564.0,
30767781.0,"photosynthesis, photosynthesis, biomass, photosynthesis"
30770831.0,"biomass, grain, yield"
30778530.0,"biomass, grain, yield, above-ground, biomass, grain, yield, biomass, leaf, area, light, interception, yield"
30782966.0,
30785272.0,
30792433.0,"bHLH, bHLH"
30798172.0,"ABA, content"
30798487.0,"alpha-amylase, activity, salt, tolerance"
30803125.0,"yield, salt, tolerance"
30804368.0,yield
30823990.0,"leaf, margin"
30824007.0,
30824046.0,"kernel, size, kernel, size"
30824731.0,"starch, content, seed"
30853061.0,
30856216.0,"cuticular, lipids"
30876396.0,
30894121.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering"
30895446.0,"yield, apomixis, chromosome"
30900785.0,photosynthesis
30904942.0,"leaves, drought"
30919902.0,"tolerance, drought, tolerance, chromosome"
30923231.0,
30935385.0,"flowering, chromosome"
30937397.0,leaves
30940069.0,"leaf, shape, petiole, length, seed"
30955674.0,
30962391.0,
30962394.0,"kernel, size, yield"
30979945.0,"embryogenesis, SOD, seed, salt, tolerance"
30980686.0,"phosphorus, concentration, phosphorus, concentration"
30990862.0,"corn, earworm, yield"
30997296.0,"drought, tolerance, drought, tolerance, drought, tolerance, drought, tolerance, lodging, lodging"
31024048.0,"lodging, lodging, lodging, chromosome, lodging, lodging"
31035293.0,"bZIP, drought, tolerance"
31072025.0,"drought, tolerance, relative, water, content, proline, content, ABA, content, drought, tolerance, growth, habit"
31089185.0,"growth, habit, flowering"
31123331.0,"seed, seed, seed"
31147714.0,
31161230.0,yield
31206092.0,seed
31208334.0,"seed, seed, seed, germination, rate, seed, seed, seed, seed"
31240772.0,"flowering, flowering, flowering, flowering, flowering, seeds, per, plant, yield, flowering"
31311506.0,"plant, height, male, flowering"
3131533.0,"stress, response"
31370805.0,"stress, response, yield, stress, response, yield, kernel, size, photosynthesis, yield"
31437808.0,"protein, content, seed"
3149198.0,
31518373.0,
31541257.0,
31569565.0,"MS, root, length, seed"
31596499.0,"seed, oil, content, seed, seed, oil, content, seed, seed, oil, content, seed"
31598087.0,"seed, seed, hilum"
3162548.0,
31661499.0,"response, to, aluminum"
31673914.0,"vitamin, E"
31713923.0,"chromosome, chromosome"
3172237.0,
31724182.0,"plant, height"
31747415.0,height
31749312.0,
31752696.0,"vitamin, E, seed, seed, seed"
31766569.0,"yield, germination, rate, seed, oil, content"
31779909.0,"yield, seed, seed, seed"
31787988.0,"flowering, flowering, flowering, flowering, flowering, flowering, flowering, flowering"
3180271.0,
31805143.0,"flowering, flowering, flowering, LF, flowering, LF, LF"
3182817.0,"leaves, plant, height, internode, length"
31852439.0,"height, yield, plant, height, transformation, plant, height, plant, height, plant, height, plant, height"
31856712.0,"seed, seed, seed, dormancy, seed, seed, seed, germination, rate"
31861651.0,"mottle, yield, photosynthesis"
31981430.0,"flowering, growth, habit, photoperiod, sensitivity, flowering, flowering, flowering, flowering, flowering, flowering, seed, coat, cracking"
31988631.0,"seed, coat, cracking, seed, seed, coat, cracking, seed, coat, cracking, chromosome, seed, coat, cracking, seed, oil, content"
32005156.0,"seed, seed, oil, content, seed, oil, content"
32005391.0,"mottle, morphological, drought, tolerance"
32035249.0,"seed, drought, tolerance, drought, tolerance"
32046650.0,
32119117.0,"iron, uptake"
32130107.0,leaves
32186464.0,"chromosome, PRR, flowering"
32231277.0,"phenology, flowering, flowering, flowering, dormancy, seed"
3224829.0,
